word,translation,toeic_target,sentence,trans_s
appendix,n. 附錄；闌尾,中級,1. A user's manual without an appendix is not user-friendly. 2. He had surgery to remove his appendix.,1. 沒有附錄的使用手冊不夠使用者友善。 2. 他做了闌尾切除手術。
compile,v. 編譯；整理；彙整,中級,Please compile a list of inactive customers with their home addresses and phone numbers.,請整理一份不活躍客戶的名單，包括他們的家庭住址和電話號碼。
divide,v. 分；分開,初級,Divide the page into three columns to make it easier to read.,將頁面分成三欄，以便於閱讀。
abnormal,adj. 異常的,中級,The doctor found an abnormal result in the blood test.,醫生發現血液檢查結果異常。
abort,v. 中止,中級,The pilot decided to abort the flight because of bad weather.,由於天氣惡劣，飛行員決定取消飛行。
acid,n. 酸,初級,Lemon juice contains a natural acid.,檸檬汁含有天然酸。
active,adj. 主動的；積極的,初級,She is very active in school activities.,她積極參與學校活動。
add,v. 增加；添加,初級,Please add some sugar to the coffee.,請在咖啡裡加點糖。
adjust,v. 調整,中級,Please adjust the chair to a comfortable height.,請將椅子調整到舒適的高度。
air shower,n. 潔淨通道,高級,Workers must pass through the air shower before entering the clean room.,工作人員必須先經過風淋室才能進入無塵室。
alarm,n. 警報,中級,The fire alarm suddenly went off during the meeting.,會議期間，火警警報聲突然響起。
alert,n. 警報,中級,The weather service issued a flood alert this morning.,今天早上氣象部門發布了洪水警報。
align,v. 對焦,中級,Please align the boxes neatly on the shelf.,請將盒子整齊地擺放在架子上。
annually,adv. 每年地,中級,The company holds a meeting annually.,公司每年召開一次會議。
area,n. 區域,初級,This area is reserved for employees only.,此區域僅限員工使用。
attach,v. 附上,初級,Please attach the file to your email.,請將文件作為附件新增至您的電子郵件。
audit,v. 稽核；查核,中級,The company will conduct an internal audit next month.,公司將於下個月進行內部稽核。
automatic,adj. 自動的,中級,The doors open automatically when someone approaches.,有人靠近時，門會自動打開。
automotive,adj. 汽車的,中級,He works in the automotive industry.,他在汽車業工作。
available,adj. 可使用的；可購買的；有空的,中級,1. Is this meeting room available this afternoon? 2. These products are available online. 3. The manager is not available right now.,1. 這間會議室今天下午有空嗎？ 2. 這些產品可以在網路上購買。 3. 經理現在不在。
backup,n. 備份；支援,中級,Always keep a backup of important files.,務必備份重要文件。
bank,n. 銀行 v. 暫存,初級,1. I went to the bank to deposit some money. 2. She banks her salary every month.,1. 我去銀行存了些錢。 2. 她每個月都把薪水存到銀行。
beam,n. 光束,初級,A beam of light came through the window.,一束光線透過窗戶射了進來。
benchmark,n. 標竿；標準,高級,This product sets a new benchmark in the industry.,該產品為業界樹立了新的標竿。
bottle,n. 瓶子,初級,Please drink a bottle of water every day.,請每天喝一瓶水。
bottom,n. 底部,初級,The keys are at the bottom of the bag.,鑰匙在包包的最底部。
broken,adj. 破掉的；壞掉的,初級,"My phone is broken, so I can’t use it.",我的手機壞了，所以用不了。
cancel,v. 取消,初級,The meeting was canceled due to heavy rain.,由於暴雨，會議取消了。
card,n. 卡片,初級,I used my credit card to pay for the meal.,我用信用卡支付了餐費。
cassette,n. 晶片專用盒,中級,The wafer are stored in a wafer cassette to avoid contamination.,晶圓存放在晶圓盒中，以避免污染。
center,n. 中心,初級,The meeting was held in the city center.,會議在市中心舉行。
certify,v. 證實；認證,中級,The engineer certified that the machine was safe to use.,工程師確認該機器使用安全。
change,v. 更換,初級,I want to change my job next year.,我明年想換工作。
chart,n. 圖表,初級,The sales chart shows a steady increase.,銷售圖表顯示銷售額穩定成長。
stunned,adj. 震驚的、驚呆的,初級,I was stunned by the unexpected news.,我被這突如其來的消息震驚了。
stun,v. 使震驚、使目瞪口呆,初級,The final result stunned everyone in the room.,最終結果令在場的所有人都震驚了。
overcome,v. 克服、戰勝；受到強烈影響而難以控制,中級,1. She worked hard to overcome her fear of speaking in public. 2. He was overcome with emotion after hearing the good news.,1. 她努力克服了公開演講的恐懼。 2. 聽到這個好消息後，他激動不已。
composed,adj. 冷靜的、鎮定的,中級,She remained composed during the interview.,她在採訪過程中始終保持鎮定。
compose,v. 組成、構成；創作,中級,1. Water is composed of hydrogen and oxygen. 2. Mozart composed many famous pieces of music.,1. 水由氫和氧組成。 2. 莫札特創作了許多著名的音樂作品。
tolerance,n. 容忍、忍耐力、耐性,高級,Good teamwork requires patience and tolerance.,良好的團隊合作需要耐心和包容。
tolerate,v. 容忍、忍受,高級,I can't tolerate loud noise when studying.,我學習時無法忍受噪音。
insane,adj. 瘋狂的、荒唐的；精神失常的,中級,1. The ticket prices were insanely expensive. 2. The criminal was declared insane by the court.,1. 票價貴得離譜。 2. 法庭宣布該罪犯精神失常。
insanely,adv. 極度地、非常地,中級,She is insanely good at playing the piano.,她鋼琴彈得非常好。
start out,phr. v. 開始、起初著手做某事；出發、動身,中級,1. He started out as a technician before becoming a manager. 2. We started out early in the morning to avoid traffic.,1. 他原本是技術員，後來升任經理。 2. 我們一大早就出發，以避開交通擁擠。
timed,adj. 計時的、限時的,初級,The students took a timed test in class today.,今天學生們在課堂上進行了一次限時測驗。
time,v. 為...計時 n. 時間,初級,1. She timed how long it took to finish the task. 2. Time passes quickly when you are busy.,1. 她計時記錄了完成這項任務所需的時間。 2. 忙碌的時候時間過得很快。
faint,adj. 微弱的、模糊的 v. 昏倒、暈倒,中級,1. I heard a faint sound coming from outside. 2. She almost fainted because of the heat.,1. 我聽到外面傳來微弱的聲音。 2. 她差點因為太熱而暈倒。
faintly,adv. 微弱地、隱約地,中級,I could faintly see the lights in the distance.,我隱約能看到遠處的燈光。
cogwheel,n. 齒輪,中級,The broken cogwheel stopped the machine from working.,齒輪損壞導致機器停止運轉。
cog,n. 齒、輪齒；小零件,初級,Every cog in the machine must work properly.,機器中的每一個齒輪都必須正常運作。
